X,y
0.0,5.993428306022466
0.10101010101010101,5.026501700687933
0.20202020202020202,6.901437682261991
0.30303030303030304,8.95515062190696
0.40404040404040403,5.74381446267454
0.5050505050505051,6.046877601253154
0.6060606060606061,9.976607449196601
0.7070707070707071,8.656081579517938
0.8080808080808081,6.48529365237252
0.9090909090909091,8.812392814444657
1.0101010101010102,7.103467644678107
1.1111111111111112,7.40187382619282
1.2121212121212122,9.120288179495706
1.3131313131313131,5.112833450078344
1.4141414141414141,5.792588577398177
1.5151515151515151,8.4208794869726
1.6161616161616161,7.822822607816001
1.7171717171717171,10.7800098167057
1.8181818181818181,8.638497303503032
1.9191919191919191,7.932968354905174
2.0202020202020203,13.991903598449168
2.121212121212121,10.912083762663292
2.2222222222222223,11.801723076042515
2.323232323232323,9.120200597270056
2.4242424242424243,11.183961823676908
2.525252525252525,12.797602755177307
2.6262626262626263,10.576800723943274
2.727272727272727,13.933214218509526
2.8282828282828283,12.283571105010875
2.929292929292929,13.204491288292234
3.0303030303030303,12.887495866450296
3.131313131313131,18.098495762957267
3.2323232323232323,14.669975247493829
3.3333333333333335,12.884578142088198
3.4343434343434343,16.94812012723668
3.5353535353535355,13.164373306118561
3.6363636363636362,16.326818099100418
3.7373737373737375,12.29278096436166
3.8383838383838382,13.858779417354654
3.9393939393939394,17.211904289920067
4.040404040404041,18.598145281202942
4.141414141414141,17.766978986622362
4.242424242424242,17.495976162496245
4.343434343434343,17.428095639124454
4.444444444444445,15.37628935259848
4.545454545454545,17.196675219574217
4.646464646464646,18.018116397474362
4.747474747474747,21.356668694862073
4.848484848484849,20.23269112459147
4.94949494949495,16.322404537759382
5.05050505050505,20.79968309030474
5.151515151515151,19.68438089371282
5.252525252525253,19.40373175696384
5.353535353535354,22.2839586382878
5.454545454545454,23.425635408628267
5.555555555555555,23.529226904899062
5.656565656565657,20.291261923251692
5.757575757575758,21.654302521024846
5.858585858585858,23.2382844385647
5.959595959595959,24.829878133032597
6.0606060606060606,22.2234697061276
6.161616161616162,23.11353053152085
6.262626262626262,21.57520883986673
6.363636363636363,21.698495842747747
6.4646464646464645,26.01899103872779
6.565656565656566,27.409449754111343
6.666666666666667,24.855979756839332
6.767676767676767,27.31009609881435
6.8686868686868685,26.329332656155874
6.96969696969697,24.61885139988066
7.070707070707071,26.934912423138037
7.171717171717171,29.591224648083454
7.2727272727272725,26.746529739961915
7.373737373737374,30.250499432840133
7.474747474747475,22.184752216062936
7.575757575757575,29.371077736023175
7.6767676767676765,28.204397166779373
7.777777777777778,27.735318632401597
7.878787878787879,28.81988518943464
7.979797979797979,24.964256110192153
8.080808080808081,28.80308046674922
8.181818181818182,30.25967968847804
8.282828282828282,32.80427293796787
8.383838383838384,29.114974714967857
8.484848484848484,28.837558248759077
8.585858585858587,29.754061670406685
8.686868686868687,32.89141029601021
8.787878787878787,32.02113858295573
8.88888888888889,30.60714625913259
8.98989898989899,32.99623183592368
9.09090909090909,32.466882371423345
9.191919191919192,34.51304755682336
9.292929292929292,31.47468169103317
9.393939393939394,32.52649388862265
9.494949494949495,32.70063217858417
9.595959595959595,30.860848891614545
9.696969696969697,34.68314964503825
9.797979797979798,34.91604993829917
9.8989898989899,34.70719661025463
10.0,34.530825733249706
